write	4.476313246324226	123.0
inn	13.25439170306025	134.0
remember	8.334347087274189	226.0
seperate	11.775686798626477	57.0
tea/coffee	7.447342915287588	69.0
bali	8.278321419110366	52.0
inclusive	18.846312950175065	127.0
car	93.2395518451143	1039.0
cab	69.09807116361128	477.0
pools	856.662515058482	877.0
facilities	23.029488593951367	595.0
wallpaper	18.239465000930416	106.0
skip	5.3829120671820885	65.0
edge	5.509066273682868	54.0
coffee	28.322598723313746	1070.0
adjoining	9.118473051516073	71.0
walls	54.950806957336155	334.0
checked	539.5571375694985	1406.0
worked	31.781659366501465	425.0
functional	15.531434906404517	96.0
basic	142.1989527777726	475.0
problems	30.47401468267834	618.0
4-star	7.495869423799386	51.0
walks	12.61396782508773	69.0
entire	22.747725283079014	442.0
woman	14.87933029806148	155.0
impressive	9.684968398844003	146.0
reviews	44.511473085927854	1446.0
south	16.595427640261732	288.0
provided	16.29328943850792	451.0
boarding	5.269810953619709	86.0
menu	80.97599781441238	266.0
broken	45.36006974717337	228.0
joke	12.570456760918436	106.0
mistake	15.547703789340986	150.0
doors	70.09684504095291	405.0
reservation	62.501176786237934	507.0
waitress	17.070386491285667	55.0
bags	61.874506687050314	473.0
pleased	18.317793114893753	327.0
young	7.698135733408771	227.0
surprise	7.859218774570732	230.0
tight	14.103118128306392	94.0
punta	8.490669124815838	144.0
thermostat	19.528868366636264	63.0
conditioner	53.364599461502415	140.0
suites	6.176756444980024	123.0
attending	9.559764423703339	139.0
bedroom	188.45781529923434	775.0
booked	732.7084633959283	2413.0
based	7.0246158533064955	224.0
checking	38.87361556017225	436.0
arrived	702.9337758225017	1717.0
layout	8.87222757671176	69.0
shabby	14.048629767820458	122.0
buses	46.59680682357474	202.0
standing	7.401386921883875	80.0
wouldnt	9.80118973095898	69.0
condition	14.127405889960022	162.0
garden	43.74513931744867	277.0
downstairs	22.517816399568478	202.0
accomodating	20.813357446853242	163.0
partial	31.28443281661083	80.0
language	90.61544457600738	111.0
dime	11.458772921867517	55.0
disgusting	8.073600843210134	82.0
opens	5.236602649410922	73.0
daughter	37.624553888524225	373.0
sound	18.134650943803884	214.0
baby	5.516942547577051	107.0
night	1120.3655432072158	5521.0
clubs	13.977982564601358	84.0
pricey	49.888936074412	324.0
decided	31.622127964995705	524.0
prices	85.11407109583786	538.0
holiday	11.433307791576743	347.0
weird	7.524428305088603	55.0
arrival	65.15626063873682	608.0
pleasantly	8.484598549348465	185.0
priced	34.82494546667286	346.0
ice	5.4907953744436115	318.0
buy	24.7085514434604	260.0
checkout	5.604501558081896	157.0
noticed	25.808572642098945	270.0
bus	175.66128202017347	891.0
ready	336.2907764624408	826.0
appreciated	5.244267908741543	164.0
extremely	493.6968892728661	946.0
boardwalk	31.99782534723503	93.0
advance	11.930998231677435	163.0
bug	7.794367069389248	69.0
apple	4.046843105743275	113.0
corporate	6.792210672456039	61.0
tropical	21.31518135687368	133.0
trains	25.263618405938786	140.0
impossible	17.189078620038565	131.0
turtles	39.1785388485995	86.0
proximity	73.12409885501073	184.0
impressed	7.936922116400668	252.0
trip	58.455719174415904	1840.0
transfer	4.478220393588494	73.0
meet	5.326693133992184	100.0
starbucks	27.36782090614081	321.0
reach	27.245707373078794	99.0
unable	14.982681111099884	90.0
street	928.279390303788	1700.0
inch	14.21689032500528	54.0
halls	12.263006526951902	66.0
path	11.79212545012745	83.0
mentioned	9.644503742056855	296.0
units	10.310274327001085	85.0
avenue	530.5650836137303	551.0
pass	7.7520019938425815	160.0
snorkel	13.74423353548886	65.0
recommendations	17.56247458455867	93.0
july	56.60977932752273	306.0
travel	19.475706404804754	561.0
plants	15.755471057803907	54.0
park	800.2149686341756	1394.0
pillow	4.330875694027766	73.0
chairs	604.2795612084669	735.0
sheets	193.35972911223493	373.0
slight	7.740697125273597	84.0
snack	7.49261113048375	120.0
balconies	18.253172775744897	84.0
heating	14.63084962275956	81.0
self-parking	29.664482038095336	77.0
statue	19.450439187749147	55.0
negative	18.818304805741693	418.0
arriving	15.19135642072338	180.0
presented	16.722916225267337	58.0
popular	10.809323051884268	78.0
properties	6.03497256205534	147.0
meal	31.551332123197405	305.0
congress	45.74187466089677	93.0
pulled	17.070297664903187	105.0
box	19.99215813684939	141.0
slept	55.5062461619498	295.0
oxford	478.22463795152754	429.0
glad	14.87728625067941	227.0
favorite	10.669955188982044	208.0
horrible	18.674258508632356	286.0
wrong	24.273214011328403	291.0
p.m.	19.757561425400176	66.0
voucher	17.978941914436703	73.0
square	821.4172271598663	918.0
definately	236.00481268351305	400.0
treatment	7.6372321941975985	53.0
sounded	11.228896535647229	51.0
green	8.428506259082754	154.0
class	9.727672860013412	158.0
queue	12.864773950278522	118.0
attractions	567.5225728745796	565.0
king	449.81678064519366	999.0
resort	137.9340229984757	3042.0
kind	12.91635761654302	470.0
uss	57.66675472281806	85.0
door	564.9354673038553	2272.0
furnished	15.153182909918565	68.0
wi-fi	12.209870771152655	153.0
tray	11.62086910942091	69.0
brilliant	33.1031618274735	241.0
westin	9.711563550135613	62.0
barely	28.152524531069407	170.0
times	159.54627720176612	1867.0
share	16.724910936713226	159.0
biggest	4.868563230589113	172.0
spots	14.979676359932693	117.0
fixed	45.56605627178728	222.0
guard	5.864402733939739	65.0
welcoming	47.72670090352325	150.0
beware	16.980427698957463	136.0
closest	7.8514093801710345	87.0
bring	8.675746636391496	424.0
rooftop	29.796908160677777	225.0
trouble	16.781370882351283	180.0
rollaway	31.16232639998387	63.0
stocked	21.02895840499199	168.0
uncomfortable	30.669912329742907	152.0
great	4324.236295077399	10932.0
tripadvisor	4.11372475309249	120.0
odd	8.957176723741354	120.0
apartment	7.174180248493545	83.0
management	439.73630009338456	348.0
alot	6.9118908895077364	190.0
shape	4.347593566199212	70.0
item	11.0890180432713	70.0
mexico	5.793723914929707	99.0
cash	21.0220903741474	105.0
case	6.239508704356288	217.0
bit	35.63830986197171	1810.0
outdated	11.85868116737705	104.0
refused	12.560984657193874	104.0
eventually	7.875119004634911	111.0
throw	4.622740832749594	73.0
big	70.858090227438	1642.0
cars	4.823956057119023	91.0
working	38.44427111085042	438.0
care	23.964358045086595	455.0
card	49.18223551282187	455.0
brown	7.822232955457191	67.0
paid	505.4331041276928	1209.0
news	7.239175507447712	76.0
gardens	39.05223526163882	102.0
wash	12.138652886992762	117.0
hospitality	11.203971743824734	77.0
machines	4.507981582975245	132.0
bathtub	21.51911202543286	87.0
upscale	4.428571255734218	98.0
ticket	7.046641084083153	104.0
bartender	18.10918813209738	95.0
warm	58.51297401237872	638.0
duty	124.8589284408013	79.0
inside	11.348013060432972	195.0
swim	35.18829666749234	229.0
matter	12.930936798610755	180.0
euros	17.450805042542576	83.0
transport	24.042515064023565	95.0
avoid	9.57937539814979	219.0
patio	30.719007153387775	152.0
areas	89.20837382985974	564.0
month	9.502835053344137	143.0
position	44.58761266143951	91.0
theatre	100.77395977546847	286.0
offered	32.38250589940067	610.0
dust	15.93347004752213	76.0
dominican	6.427957276628755	109.0
windows	87.23921511116387	428.0
credit	36.95777421255718	276.0
team	3.9006293842769018	71.0
worth	601.4237302970213	1133.0
lucky	16.044342526224987	145.0
early	121.73637403024023	1079.0
wanting	6.3864956753418465	87.0
lower	8.846957079824426	216.0
peaceful	8.919888973725012	126.0
seafood	52.83135117198721	147.0
bed	1435.673562537342	4140.0
inexpensive	10.705454076677869	71.0
worst	32.710409178316965	413.0
kids	928.3221180362677	1254.0
cana	8.384755393135633	144.0
sleep	104.71734298068534	683.0
worse	12.36046543412281	205.0
workout	4.614068892848169	68.0
furniture	56.168605119087374	322.0
efficient	344.2004763542458	311.0
destination	4.353331400216788	82.0
approx	5.789179934690905	95.0
smoothly	9.783820330466915	61.0
overpriced	47.179220869664114	266.0
hot	73.93944849466105	1223.0
hop	17.916206261278216	121.0
arrive	13.606255580011375	161.0
planes	11.63643694617414	99.0
call	107.24102308711731	819.0
hangers	20.753402867883256	55.0
spoke	397.17245106011467	295.0
terrific	12.266064433274556	154.0
lacking	6.440558241391686	80.0
ground	21.74065577713505	186.0
writing	10.055833241550477	66.0
aircon	11.243163808672193	53.0
bay	564.1067496367239	1605.0
prepared	11.656317556565805	203.0
guarantee	7.71349593063498	54.0
bar	1937.1147944378922	2334.0
uptown	34.1645444141273	54.0
sliding	31.19085471096357	89.0
ocean	80.92297265430794	1050.0
taxis	21.02184333871471	104.0
wall	134.8122265919229	460.0
walk	2535.927275090008	3686.0
bag	20.6266567943326	242.0
umbrella	14.039707666019348	60.0
bad	35.056824761266675	1402.0
planning	29.15205154737057	175.0
neighborhood	24.343634776078222	73.0
doubt	16.585845587009423	97.0
stated	10.313271144416387	172.0
wake	13.012526132242456	122.0
doubles	24.438951281129782	71.0
theme	10.63810384091894	183.0
casino	4.846134404757066	73.0
property	18.72832798655213	952.0
showers	56.050172437734865	94.0
overly	19.80353345508504	88.0
office	8.202642083130511	136.0
queen	250.94963427255865	522.0
massive	5.429047822020165	118.0
north	14.620969513866916	196.0
nightmare	10.106589704529421	71.0
wait	42.11536775322688	937.0
airport	138.3301371167931	1800.0
shade	30.73116525532962	89.0
computers	4.442704667800853	117.0
executive	29.90951676416385	183.0
bedside	19.955583597833368	69.0
bottles	13.810960420885493	141.0
traveller	4.012211200015065	53.0
talking	6.834165058190189	131.0
charging	17.423447079012018	69.0
hit	4.019791553259607	174.0
taxes	48.56548439396425	96.0
bottled	6.296166078285365	104.0
magic	4.750388711745893	80.0
heater	19.767087148303652	62.0
triple	14.471211256717027	77.0
yummy	4.946313456270365	56.0
talked	11.455961647315192	54.0
bistro	32.250961082577966	125.0
on-site	7.573569474224456	66.0
works	4.761616644112219	122.0
smaller	56.03724528987514	379.0
cafe	70.22656089144337	350.0
heated	76.46394596080953	95.0
advantage	4.052320358545659	152.0
remote	20.011335198255118	89.0
faces	4.3042647783804755	73.0
chinese	12.376268416363347	93.0
system	11.772191748502083	230.0
style	15.547351056582915	286.0
november	28.44378760885271	151.0
faced	59.157151704881734	168.0
seating	14.34972238669559	119.0
problem	106.81457278898158	1209.0
housekeeper	17.29349481684829	67.0
italian	59.59267465016499	170.0
madison	172.0589999176192	201.0
spot	33.17797483465065	300.0
ride	70.37603531288681	433.0
hey	10.763879050081373	104.0
salads	7.398674820352257	54.0
theater	27.75696138422277	74.0
website	31.33081073685522	488.0
totally	7.703127580866608	174.0
cabs	24.179306152542136	80.0
receive	8.506887253269683	118.0
dated	168.74792423949268	321.0
exceptionally	21.579125516890944	88.0
wonderful	34.10774937063311	1306.0
deposit	7.507652699787025	71.0
kitchenette	23.407760874982483	79.0
bridge	13.649028162093435	81.0
roof	53.65164677433529	267.0
leading	10.420197146124874	53.0
confirmation	10.426060045807162	84.0
discounted	14.097294979117603	70.0
helpful	1845.1811796592017	2667.0
priceline	194.16120121786793	490.0
spotless	36.38042838518025	203.0
discount	95.55404751329476	218.0
fantastic	478.68859867992904	1155.0
friend	43.56592647631158	417.0
advertised	4.162912240337829	73.0
travelers	7.913386653103724	154.0
paying	223.08576637393736	459.0
money	806.0381687951351	1660.0
properly	33.21290786010926	159.0
ave	184.71852683873942	312.0
reported	5.188984972524837	52.0
takes	13.768856717042306	181.0
channels	35.746644920697044	172.0
security	21.547389332355987	343.0
outstanding	224.2212837449127	217.0
waterfront	41.67409574636883	73.0
exploring	39.0812226276118	106.0
empty	8.59009133040269	163.0
list	10.593074276823417	117.0
roll	12.989654170755486	89.0
luxury	6.507649706054975	206.0
worried	7.3440724000192175	193.0
outrageous	16.349493803703023	51.0
wailea	16.900854847904757	190.0
ate	88.18135420275641	494.0
mexican	16.60823639638575	126.0
dishes	5.015533248108019	93.0
trolley	49.44863605682241	190.0
refund	9.786047302235769	67.0
breakfasts	10.535597387127115	150.0
cocktails	6.9636931046826875	97.0
building	265.66204731418173	1261.0
area	1501.6447735331967	3348.0
satisfied	11.652313754464704	90.0
control	23.16214514265787	136.0
visiting	14.090405089463966	246.0
snorkeling	37.09647158098008	142.0
refurbished	11.148108964068337	83.0
neat	11.564483690492434	60.0
happily	7.217148493833268	51.0
days	52.89674005183277	1373.0
blue	14.564333010845562	130.0
person	41.3421527502088	781.0
glasses	15.188243661553944	114.0
tvs	14.268904180526324	89.0
nervous	14.14357161487759	95.0
size	587.2121295327021	1635.0
pasta	14.464411994311694	54.0
mention	9.234487259796904	227.0
charges	33.888638085723905	259.0
market	26.38882180475606	143.0
paradise	13.97341998516998	97.0
fabulous	10.700196542901956	365.0
charged	70.0233028467271	439.0
average	13.98151394529135	649.0
partner	18.727596036101517	145.0
locals	8.99494970089853	73.0
tub	80.07324138257255	455.0
choose	19.1295849323865	267.0
temperature	27.430066120668794	179.0
equipment	15.559222948268214	116.0
sleeping	54.150137659251506	260.0
completely	15.281013461745625	207.0
bother	14.595540940786254	260.0
forgot	6.657141270111545	100.0
french	30.93237617061563	109.0
musty	19.636520013515433	111.0
gym	38.484391609490764	320.0
minor	7.61581388152725	152.0
smelt	25.786790316727586	93.0
forward	15.881288244892193	144.0
conditioning	122.35211954873287	317.0
extra	104.98252157465387	1045.0
second	127.63442349408967	837.0
smell	99.43532769064153	472.0
restaurant	1997.0798246312224	2052.0
streets	34.870279754629024	159.0
tiles	29.850791121609785	106.0
warned	7.163601402361157	66.0
freezing	11.478950828997977	70.0
tiled	18.287425497362612	58.0
blocks	742.7020495532132	761.0
stained	19.297372955934897	124.0
rock	11.669167084317381	168.0
confirmed	18.77198012650608	99.0
choice	59.68811775000065	605.0
simply	5.613761768026102	245.0
feeling	5.445628033378577	177.0
trash	10.04462767369933	80.0
love	63.24828717636294	566.0
restaurants	1671.2947980868769	2240.0
questions	8.320072059778717	156.0
friends	26.673301850238317	505.0
points	6.608711048355211	214.0
hairdryer	27.630194493375285	109.0
site	8.619909031945038	374.0
runs	42.80781445586476	93.0
simple	9.83741204765923	166.0
